,Entrez gene ID,Ensembl gene ID,Ensembl transcript ID,Transcript type,Predicted SL,Experimental evidences on SLs,Lee2017 Evidence,Shekari2017 Evidence
870,1610,ENSG00000110887,ENST00000228476,PT (PRINCIPAL:1),x,,,
871,1577,ENSG00000106258,ENST00000222982,PT (PRINCIPAL:1),r,,,
872,197258,ENSG00000157353,ENST00000288078,PT (PRINCIPAL:1),c,,,
873,6240,ENSG00000167325,ENST00000300738,PT (PRINCIPAL:1),c,Yes,,C (rep1)
874,1588,ENSG00000137869,ENST00000559878,PT (PRINCIPAL:1),r,,,
875,224,ENSG00000072210,ENST00000339618,PT (ALTERNATIVE:1),c,,,CM (rep1)
876,4953,ENSG00000115758,ENST00000234111,PT (PRINCIPAL:1),c,Yes,,
877,2983,ENSG00000061918,ENST00000513437,NPT,c,Yes,,
878,6484,ENSG00000110080,ENST00000532243,NPT,r,,,
879,51,ENSG00000161533,ENST00000301608,PT (ALTERNATIVE:1),c,,,M (rep1)
880,1376,ENSG00000157184,ENST00000636891,NPT,m,Yes,,CM (rep1)
881,10455,ENSG00000198721,ENST00000465828,NPT,n,,Inner Mitochondrial Membrane,H (rep1)
882,9453,ENSG00000152904,ENST00000391855,NPT,c,,,
883,4942,ENSG00000065154,ENST00000539214,NPT,c,,,C (rep1)
884,116255,ENSG00000124003,ENST00000446656,PT (PRINCIPAL:1),r,,,
885,11332,ENSG00000097021,ENST00000377845,PT (ALTERNATIVE:2),m,,,C (rep1)
886,32,ENSG00000076555,ENST00000377848,PT (PRINCIPAL:1),r,,,N (rep1)
887,2944,ENSG00000134184,ENST00000369819,NPT,c,,,
888,2581,ENSG00000054983,ENST00000622264,NPT,m,,,
889,53,ENSG00000134575,ENST00000527256,NPT,m,,,CM (rep2)
890,2548,ENSG00000171298,ENST00000302262,PT (PRINCIPAL:1),l,,,
891,162417,ENSG00000161653,ENST00000293404,PT (PRINCIPAL:1),m,Yes,,
892,29906,ENSG00000101638,ENST00000536490,NPT,l,,,
893,8309,ENSG00000168306,ENST00000459701,NPT,c,,,
894,2597,ENSG00000111640,ENST00000396856,NPT,c,Yes,,C (rep1)
895,5096,ENSG00000114054,ENST00000459873,NPT,c,,,M (rep1)
896,2597,ENSG00000111640,ENST00000396858,NPT,c,Yes,,C (rep1)
897,2597,ENSG00000111640,ENST00000396859,PT (PRINCIPAL:1),c,Yes,,C (rep1)
898,8877,ENSG00000176170,ENST00000590379,NPT,m,,,
899,150763,ENSG00000186281,ENST00000359548,PT (PRINCIPAL:1),n,,,
900,10157,ENSG00000008311,ENST00000393376,PT (PRINCIPAL:1),m,Yes,,C (rep1)
901,132,ENSG00000156110,ENST00000286621,PT (PRINCIPAL:4),c,Yes,,
902,5033,ENSG00000122884,ENST00000373008,PT (ALTERNATIVE:1),r,Yes,,H (rep3)
903,55577,ENSG00000124357,ENST00000418807,NPT,m,,,C (rep1)
904,8854,ENSG00000128918,ENST00000558231,NPT,c,,,
905,471,ENSG00000138363,ENST00000413174,NPT,c,Yes,,C (rep1)
906,8612,ENSG00000141934,ENST00000633125,NPT,x,,,L (rep1)
907,89869,ENSG00000139151,ENST00000539072,NPT,c,,,
908,10135,ENSG00000105835,ENST00000354289,NPT,c,,,C (rep2)
909,4830,ENSG00000239672,ENST00000456492,NPT,c,Yes,,C (rep1)
910,10201,ENSG00000172113,ENST00000456495,NPT,m,,,
911,2744,ENSG00000115419,ENST00000338435,PT (ALTERNATIVE:1),m,Yes,Inner Mitochondrial Membrane,CM (rep1)
912,766,ENSG00000168748,ENST00000338437,PT (PRINCIPAL:1),c,,,
913,57134,ENSG00000117643,ENST00000374329,NPT,n,,,
914,10587,ENSG00000184470,ENST00000491939,NPT,m,Yes,,
915,443,ENSG00000108381,ENST00000263080,PT (PRINCIPAL:1),c,,,
916,5338,ENSG00000129219,ENST00000263088,PT (PRINCIPAL:1),n,,,CM (rep2)
917,9227,ENSG00000121207,ENST00000507827,PT (PRINCIPAL:1),x,,,M (rep3)
918,64902,ENSG00000113492,ENST00000510428,NPT,m,,,
919,3945,ENSG00000111716,ENST00000350669,PT (PRINCIPAL:1),c,Yes,,C (rep1)
920,79623,ENSG00000158089,ENST00000430167,NPT,r,,,
921,8659,ENSG00000159423,ENST00000538309,NPT,c,,,M (rep2)
922,6648,ENSG00000112096,ENST00000535561,NPT,m,,,M (rep2)
923,7084,ENSG00000166548,ENST00000417693,NPT,m,,,
924,11282,ENSG00000161013,ENST00000520969,NPT,m,,,
925,7941,ENSG00000146070,ENST00000537365,PT (PRINCIPAL:1),r,,,
926,5143,ENSG00000105650,ENST00000594617,PT (PRINCIPAL:3),c,,,
927,10005,ENSG00000101473,ENST00000217455,PT (PRINCIPAL:1),c,,,
928,94033,ENSG00000181867,ENST00000321339,PT (PRINCIPAL:1),m,,,
929,8639,ENSG00000131471,ENST00000617500,NPT,n,,,
930,7084,ENSG00000166548,ENST00000620035,NPT,m,,,
931,64077,ENSG00000107902,ENST00000392757,NPT,c,Yes,,
932,7389,ENSG00000126088,ENST00000246337,PT (PRINCIPAL:1),c,Yes,,C (rep1)
933,1788,ENSG00000119772,ENST00000321117,PT (PRINCIPAL:2),c,,,C (rep1)
934,8942,ENSG00000115919,ENST00000612147,NPT,c,,,
935,80270,ENSG00000099377,ENST00000262520,NPT,m,,,
936,5049,ENSG00000168092,ENST00000419197,NPT,c,Yes,,C (rep1)
937,7390,ENSG00000188690,ENST00000368774,NPT,c,Yes,,
938,8974,ENSG00000072682,ENST00000360568,PT (ALTERNATIVE:1),r,Yes,,
939,4351,ENSG00000178802,ENST00000563786,NPT,n,,,
940,6241,ENSG00000171848,ENST00000360566,NPT,m,,,C (rep1)
941,8875,ENSG00000112303,ENST00000525289,NPT,r,,,
942,5831,ENSG00000183010,ENST00000579698,NPT,m,,,CM (rep1)
943,5833,ENSG00000185813,ENST00000538936,NPT,n,,,
944,9517,ENSG00000100596,ENST00000216484,PT (PRINCIPAL:1),c,,,H (rep1)
945,2937,ENSG00000100983,ENST00000216951,PT (PRINCIPAL:1),c,,,
946,57379,ENSG00000111732,ENST00000537228,NPT,n,,,
947,8608,ENSG00000139547,ENST00000398138,PT (PRINCIPAL:1),x,,,
948,23305,ENSG00000164398,ENST00000379264,NPT,r,,,
949,11000,ENSG00000143554,ENST00000624995,PT (PRINCIPAL:2),r,Yes,,
950,8396,ENSG00000276293,ENST00000619039,PT (PRINCIPAL:1),m,,,
951,2954,ENSG00000100577,ENST00000361389,NPT,c,Yes,,C (rep1)
952,7296,ENSG00000198431,ENST00000526390,NPT,m,,,C (rep1)
953,2645,ENSG00000106633,ENST00000437084,NPT,c,Yes,,
954,126792,ENSG00000176022,ENST00000379198,PT (PRINCIPAL:1),m,,,
955,220,ENSG00000184254,ENST00000346623,NPT,c,Yes,,
956,2820,ENSG00000115159,ENST00000540309,NPT,m,,Inner Mitochondrial Membrane,CM (rep1)
957,6484,ENSG00000110080,ENST00000444328,PT (ALTERNATIVE:1),r,,,
958,2592,ENSG00000213930,ENST00000450095,NPT,c,Yes,,
959,2110,ENSG00000171503,ENST00000307738,NPT,c,,,CM (rep2)
960,1160,ENSG00000131730,ENST00000437669,PT (PRINCIPAL:1),m,,Inner Mitochondrial Membrane,M (rep1)
961,84532,ENSG00000154930,ENST00000323482,PT (PRINCIPAL:1),m,,,
962,2182,ENSG00000068366,ENST00000340800,PT (ALTERNATIVE:1),r,,,H (rep2)
963,5297,ENSG00000241973,ENST00000255882,PT (PRINCIPAL:1),n,,,
964,6916,ENSG00000059377,ENST00000425687,NPT,c,,,
965,2182,ENSG00000068366,ENST00000469796,PT (ALTERNATIVE:1),r,,,H (rep2)
966,8879,ENSG00000166224,ENST00000373202,PT (PRINCIPAL:1),c,,,H (rep1)
967,83852,ENSG00000136169,ENST00000258672,NPT,c,,,
968,1644,ENSG00000132437,ENST00000444124,PT (PRINCIPAL:1),c,,,
969,4245,ENSG00000131446,ENST00000446023,PT (PRINCIPAL:1),m,,,L (rep2)
970,8875,ENSG00000112303,ENST00000326499,PT (PRINCIPAL:3),r,,,
971,8821,ENSG00000109452,ENST00000262992,PT (PRINCIPAL:1),c,,,
972,6241,ENSG00000171848,ENST00000304567,PT (PRINCIPAL:1),c,Yes,,C (rep1)
973,10610,ENSG00000070731,ENST00000588920,NPT,c,,,
974,3613,ENSG00000141401,ENST00000588927,NPT,c,,,
975,2180,ENSG00000151726,ENST00000504342,PT (PRINCIPAL:3),c,,,
976,3417,ENSG00000138413,ENST00000345146,PT (PRINCIPAL:1),c,Yes,,C (rep1)
977,644,ENSG00000106605,ENST00000424330,NPT,c,Yes,,C (rep2)
978,1789,ENSG00000088305,ENST00000443239,NPT,n,,,C (rep1)
979,4128,ENSG00000189221,ENST00000542639,NPT,c,,,CM (rep1)
980,9807,ENSG00000176095,ENST00000468463,NPT,n,Yes,,
981,5298,ENSG00000143393,ENST00000529142,NPT,m,,,
982,100,ENSG00000196839,ENST00000537820,NPT,c,,,
983,2639,ENSG00000105607,ENST00000591470,PT (PRINCIPAL:1),m,Yes,Inner Mitochondrial Membrane,CM (rep1)
984,10587,ENSG00000184470,ENST00000400525,NPT,m,Yes,,
985,1890,ENSG00000025708,ENST00000252029,PT (PRINCIPAL:3),n,,,
986,3988,ENSG00000107798,ENST00000371837,NPT,c,,,
987,7389,ENSG00000126088,ENST00000434478,NPT,c,Yes,,
988,9615,ENSG00000119125,ENST00000238018,NPT,m,,,
989,27124,ENSG00000185133,ENST00000400294,NPT,n,,,
990,9807,ENSG00000176095,ENST00000321599,PT (PRINCIPAL:1),n,Yes,,
991,79717,ENSG00000127125,ENST00000372560,NPT,n,Yes,,
992,79717,ENSG00000127125,ENST00000372561,PT (PRINCIPAL:1),c,,,
993,79717,ENSG00000127125,ENST00000372562,NPT,c,,,
994,2820,ENSG00000115159,ENST00000409125,NPT,c,,Inner Mitochondrial Membrane,CM (rep1)
995,9489,ENSG00000087157,ENST00000592043,NPT,m,,,
996,7363,ENSG00000156096,ENST00000512583,NPT,m,,,
997,83852,ENSG00000136169,ENST00000317257,PT (ALTERNATIVE:2),n,,,
998,5050,ENSG00000079462,ENST00000596265,NPT,c,,,C (rep2)
999,9536,ENSG00000148344,ENST00000340607,PT (PRINCIPAL:1),m,,,
1000,56474,ENSG00000047230,ENST00000443824,PT (PRINCIPAL:1),x,,,C (rep2)
1001,27124,ENSG00000185133,ENST00000620191,NPT,c,Yes,,
1002,1584,ENSG00000160882,ENST00000377675,NPT,m,,,
1003,4249,ENSG00000152127,ENST00000281923,PT (PRINCIPAL:1),r,,,
1004,10007,ENSG00000113552,ENST00000513454,NPT,c,,,C (rep1)
1005,84890,ENSG00000181915,ENST00000373783,PT (PRINCIPAL:1),m,,,
1006,124975,ENSG00000167741,ENST00000381550,NPT,c,,,
1007,5333,ENSG00000187091,ENST00000334661,PT (PRINCIPAL:3),c,,,
1008,5730,ENSG00000107317,ENST00000446677,NPT,n,,,
1009,1375,ENSG00000205560,ENST00000360719,PT (PRINCIPAL:1),c,,,
1010,84803,ENSG00000138678,ENST00000264409,PT (PRINCIPAL:1),r,,,
1011,3081,ENSG00000113924,ENST00000283871,PT (PRINCIPAL:1),c,,,
1012,80025,ENSG00000125779,ENST00000497424,NPT,c,Yes,,
1013,47,ENSG00000131473,ENST00000353196,PT (ALTERNATIVE:1),c,Yes,,C (rep1)
1014,4967,ENSG00000105953,ENST00000439616,NPT,m,Yes,,C (rep1)
1015,137872,ENSG00000147576,ENST00000415254,NPT,c,,,
1016,669,ENSG00000172331,ENST00000344924,PT (PRINCIPAL:1),c,,,
1017,221,ENSG00000006534,ENST00000612297,NPT,c,,,
1018,23530,ENSG00000112992,ENST00000344920,PT (PRINCIPAL:1),r,,Inner Mitochondrial Membrane,CM (rep1)
1019,3158,ENSG00000134240,ENST00000369406,PT (PRINCIPAL:1),m,Yes,,N (rep1)
1020,5831,ENSG00000183010,ENST00000403172,NPT,m,,,CM (rep1)
1021,80854,ENSG00000145391,ENST00000506866,NPT,c,,,
1022,1757,ENSG00000123453,ENST00000371872,PT (PRINCIPAL:1),m,Yes,,
1023,10840,ENSG00000144908,ENST00000472186,PT (PRINCIPAL:1),c,Yes,,
1024,2992,ENSG00000163754,ENST00000483267,NPT,c,,,H (rep1)
1025,189,ENSG00000172482,ENST00000307503,PT (PRINCIPAL:1),c,,,
1026,8776,ENSG00000063601,ENST00000445323,NPT,n,,,
1027,4719,ENSG00000023228,ENST00000432169,NPT,c,,Inner Mitochondrial Membrane,CM (rep1)
1028,6718,ENSG00000122787,ENST00000432161,NPT,c,Yes,,
1029,4830,ENSG00000239672,ENST00000511355,NPT,c,Yes,,C (rep1)
1030,51086,ENSG00000116783,ENST00000526236,NPT,c,,,
1031,6484,ENSG00000110080,ENST00000526727,PT (ALTERNATIVE:1),r,,,
1032,10606,ENSG00000128050,ENST00000514888,NPT,c,Yes,,C (rep1)
1033,6487,ENSG00000126091,ENST00000372369,NPT,l,,,
1034,11164,ENSG00000165609,ENST00000378927,NPT,n,Yes,,
1035,955,ENSG00000197586,ENST00000433417,NPT,n,,,
1036,51703,ENSG00000197142,ENST00000433418,NPT,r,,,
1037,83594,ENSG00000112874,ENST00000230792,PT (PRINCIPAL:1),n,,,
1038,2027,ENSG00000108515,ENST00000519584,NPT,c,Yes,,C (rep1)
1039,8228,ENSG00000006757,ENST00000537427,NPT,c,,,M (rep1)
1040,84735,ENSG00000150656,ENST00000582365,PT (ALTERNATIVE:2),c,,,
1041,223,ENSG00000143149,ENST00000354775,PT (PRINCIPAL:1),m,,,C (rep2)
1042,84706,ENSG00000166123,ENST00000340124,PT (PRINCIPAL:1),m,Yes,,M (rep1)
1043,126129,ENSG00000169169,ENST00000595031,NPT,m,,,M (rep2)
1044,4191,ENSG00000146701,ENST00000443006,NPT,c,,Inner Mitochondrial Membrane,C (rep1)
1045,953,ENSG00000138185,ENST00000543964,NPT,x,,,
1046,3145,ENSG00000256269,ENST00000546302,NPT,c,,,
1047,28,ENSG00000175164,ENST00000538324,PT (PRINCIPAL:5),r,,,
1048,27306,ENSG00000163106,ENST00000295256,PT (PRINCIPAL:1),c,,,
1049,230,ENSG00000109107,ENST00000460201,NPT,c,Yes,,C (rep1)
1050,761,ENSG00000164879,ENST00000285381,PT (PRINCIPAL:1),c,,,
1051,23382,ENSG00000158467,ENST00000325006,PT (PRINCIPAL:3),c,Yes,,C (rep3)
1052,211,ENSG00000023330,ENST00000394965,PT (PRINCIPAL:1),m,Yes,,
1053,3418,ENSG00000182054,ENST00000330062,PT (PRINCIPAL:1),m,Yes,,C (rep1)
1054,23475,ENSG00000103485,ENST00000395384,PT (PRINCIPAL:1),m,,,C (rep3)
1055,55790,ENSG00000147408,ENST00000454498,PT (PRINCIPAL:1),r,,,
1056,4351,ENSG00000178802,ENST00000567132,NPT,m,,,
1057,9869,ENSG00000143379,ENST00000368969,PT (PRINCIPAL:3),n,,,
1058,3422,ENSG00000067064,ENST00000427898,NPT,c,,,C (rep1)
1059,8372,ENSG00000186792,ENST00000450982,NPT,n,,,
1060,4729,ENSG00000178127,ENST00000400033,NPT,c,,,CM (rep1)
1061,25902,ENSG00000120254,ENST00000611279,PT (ALTERNATIVE:1),m,Yes,,CM (rep1)
1062,249,ENSG00000162551,ENST00000374840,PT (PRINCIPAL:3),x,,,CM (rep1)
1063,1571,ENSG00000130649,ENST00000252945,PT (PRINCIPAL:1),r,,,
1064,51205,ENSG00000162836,ENST00000609196,NPT,c,,Inner Mitochondrial Membrane,
1065,5096,ENSG00000114054,ENST00000482086,NPT,m,,,CM (rep3)
1066,2110,ENSG00000171503,ENST00000511912,PT (PRINCIPAL:1),m,,Inner Mitochondrial Membrane,CM (rep2)
1067,5742,ENSG00000095303,ENST00000223423,PT (ALTERNATIVE:2),r,,,
1068,4719,ENSG00000023228,ENST00000455934,NPT,m,Yes,Inner Mitochondrial Membrane,CM (rep1)
1069,6898,ENSG00000198650,ENST00000355962,PT (PRINCIPAL:1),n,,,
1070,43,ENSG00000087085,ENST00000426415,NPT,l,,,
1071,197257,ENSG00000166816,ENST00000300051,PT (PRINCIPAL:3),m,,,CM (rep2)
1072,2878,ENSG00000211445,ENST00000521632,NPT,c,,,
1073,5143,ENSG00000105650,ENST00000262805,PT (ALTERNATIVE:2),n,,,
1074,6482,ENSG00000008513,ENST00000399640,PT (PRINCIPAL:1),r,,,
1075,6472,ENSG00000182199,ENST00000557703,NPT,n,,Inner Mitochondrial Membrane,CM (rep2)
1076,23396,ENSG00000186111,ENST00000537021,PT (ALTERNATIVE:2),n,,,
1077,55790,ENSG00000147408,ENST00000522854,PT (PRINCIPAL:1),r,,,
1078,8790,ENSG00000254685,ENST00000534056,NPT,c,,,
1079,5210,ENSG00000114268,ENST00000412035,NPT,m,,,
1080,9388,ENSG00000101670,ENST00000577628,NPT,n,,,
1081,66002,ENSG00000186204,ENST00000324632,PT (PRINCIPAL:1),g,,,
1082,374291,ENSG00000115286,ENST00000618074,NPT,m,,,CM (rep1)
1083,5831,ENSG00000183010,ENST00000577624,NPT,m,,,CM (rep1)
1084,55512,ENSG00000103056,ENST00000568373,NPT,c,,,
1085,7915,ENSG00000112294,ENST00000348925,PT (PRINCIPAL:4),m,Yes,,
1086,4522,ENSG00000100714,ENST00000216605,PT (PRINCIPAL:1),c,Yes,,C (rep1)
1087,56898,ENSG00000164039,ENST00000296424,PT (PRINCIPAL:1),m,,,
1088,90701,ENSG00000166562,ENST00000509791,NPT,c,,,
1089,10020,ENSG00000159921,ENST00000543356,NPT,m,,,
1090,1716,ENSG00000114956,ENST00000264093,PT (PRINCIPAL:1),m,,Inner Mitochondrial Membrane,
1091,5973,ENSG00000102032,ENST00000369997,NPT,c,,,
1092,517,ENSG00000135390,ENST00000602871,PT (PRINCIPAL:1),m,,,
1093,2650,ENSG00000187210,ENST00000444201,PT (PRINCIPAL:1),x,,,
1094,2879,ENSG00000167468,ENST00000588919,NPT,c,,,H (rep1)
1095,1738,ENSG00000091140,ENST00000437604,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
1096,23382,ENSG00000158467,ENST00000466924,NPT,m,,,C (rep3)
1097,3145,ENSG00000256269,ENST00000278715,PT (PRINCIPAL:1),c,,,C (rep1)
1098,6817,ENSG00000196502,ENST00000395607,PT (PRINCIPAL:1),c,,,
1099,6817,ENSG00000196502,ENST00000395609,PT (PRINCIPAL:1),c,,,
1100,622,ENSG00000161267,ENST00000441275,NPT,c,,,M (rep3)
1101,129807,ENSG00000204099,ENST00000407683,PT (PRINCIPAL:1),n,,,
1102,79813,ENSG00000181090,ENST00000637161,PT (ALTERNATIVE:2),n,,,
1103,759,ENSG00000133742,ENST00000522579,NPT,c,,,
1104,6610,ENSG00000135587,ENST00000458487,NPT,m,,,
1105,56848,ENSG00000063176,ENST00000601712,PT (ALTERNATIVE:2),n,,,
1106,2224,ENSG00000160752,ENST00000491013,NPT,m,,,C (rep1)
1107,11226,ENSG00000139629,ENST00000356317,PT (PRINCIPAL:1),g,Yes,,
1108,1312,ENSG00000093010,ENST00000407537,PT (PRINCIPAL:3),r,Yes,,
1109,4329,ENSG00000119711,ENST00000350259,PT (ALTERNATIVE:2),m,Yes,,M (rep1)
1110,8529,ENSG00000186115,ENST00000221700,PT (PRINCIPAL:2),r,,,
1111,377841,ENSG00000188833,ENST00000344119,NPT,r,,,
1112,11238,ENSG00000169239,ENST00000479740,NPT,m,Yes,,
1113,204,ENSG00000004455,ENST00000487289,NPT,c,,Inner Mitochondrial Membrane,CM (rep3)
1114,53630,ENSG00000135697,ENST00000258168,PT (PRINCIPAL:1),c,,,
1115,5151,ENSG00000073417,ENST00000394553,PT (PRINCIPAL:4),c,,,
1116,43,ENSG00000087085,ENST00000428317,PT (PRINCIPAL:1),l,,,
1117,102724560,ENSG00000274276,ENST00000624406,PT (PRINCIPAL:1),r,,,C (rep1)
1118,4191,ENSG00000146701,ENST00000432020,NPT,m,Yes,Inner Mitochondrial Membrane,C (rep1)
1119,7299,ENSG00000077498,ENST00000263321,PT (PRINCIPAL:1),x,,,
1120,6697,ENSG00000116096,ENST00000234454,PT (PRINCIPAL:1),m,,,
1121,8622,ENSG00000113231,ENST00000346042,NPT,n,,,
1122,64077,ENSG00000107902,ENST00000368839,NPT,m,,,
1123,6120,ENSG00000197713,ENST00000438265,NPT,c,,,
1124,3242,ENSG00000158104,ENST00000543163,NPT,c,,,
1125,2954,ENSG00000100577,ENST00000556627,NPT,m,,,C (rep1)
1126,95,ENSG00000243989,ENST00000476351,NPT,c,,,
1127,5315,ENSG00000067225,ENST00000319622,PT (ALTERNATIVE:1),c,Yes,,C (rep1)
1128,1579,ENSG00000187048,ENST00000462347,NPT,r,,,
1129,2590,ENSG00000143641,ENST00000366672,PT (PRINCIPAL:1),r,,,H (rep1)
1130,79695,ENSG00000119514,ENST00000375011,PT (PRINCIPAL:1),g,,,C (rep3)
1131,129807,ENSG00000204099,ENST00000405370,PT (PRINCIPAL:1),n,,,
1132,6821,ENSG00000139531,ENST00000356124,PT (PRINCIPAL:1),m,,Inner Mitochondrial Membrane,
1133,1800,ENSG00000015413,ENST00000570029,NPT,n,,,
1134,10201,ENSG00000172113,ENST00000421967,NPT,c,,,
1135,10724,ENSG00000198408,ENST00000361464,PT (PRINCIPAL:1),c,Yes,,C (rep2)
1136,6675,ENSG00000117143,ENST00000271469,PT (ALTERNATIVE:1),c,Yes,,
1137,7357,ENSG00000148154,ENST00000374279,PT (PRINCIPAL:1),r,,,
1138,5152,ENSG00000160191,ENST00000335512,PT (PRINCIPAL:1),c,,,
1139,339221,ENSG00000182156,ENST00000328313,PT (PRINCIPAL:1),r,,,CM (rep2)
1140,23600,ENSG00000242110,ENST00000382085,NPT,m,,,
1141,11164,ENSG00000165609,ENST00000378940,NPT,n,Yes,,
1142,2710,ENSG00000198814,ENST00000378943,PT (ALTERNATIVE:1),x,,,CM (rep1)
1143,2710,ENSG00000198814,ENST00000378945,PT (PRINCIPAL:3),c,,,CM (rep1)
1144,2710,ENSG00000198814,ENST00000378946,NPT,c,,,CM (rep1)
1145,26275,ENSG00000198130,ENST00000359678,PT (PRINCIPAL:1),m,Yes,,M (rep1)
1146,56954,ENSG00000114021,ENST00000394140,PT (PRINCIPAL:1),m,,,
1147,58508,ENSG00000055609,ENST00000424877,NPT,n,,,
1148,51809,ENSG00000109586,ENST00000505308,NPT,m,,,CM (rep1)
1149,5634,ENSG00000101911,ENST00000398491,PT (ALTERNATIVE:1),c,,,C (rep1)
1150,5226,ENSG00000142657,ENST00000483936,NPT,c,Yes,,C (rep2)
1151,759,ENSG00000133742,ENST00000517618,NPT,c,,,
1152,275,ENSG00000145020,ENST00000458307,NPT,m,Yes,,
1153,3635,ENSG00000168918,ENST00000445964,PT (PRINCIPAL:3),c,Yes,,CM (rep3)
1154,11285,ENSG00000027847,ENST00000029410,PT (PRINCIPAL:1),c,,,
1155,29926,ENSG00000144591,ENST00000313597,PT (PRINCIPAL:1),m,,,
1156,26301,ENSG00000148288,ENST00000540636,NPT,r,,,
1157,11253,ENSG00000177239,ENST00000550113,NPT,c,,,
1158,3036,ENSG00000105509,ENST00000222115,PT (PRINCIPAL:3),r,,,
1159,5213,ENSG00000152556,ENST00000312352,PT (PRINCIPAL:1),c,,,C (rep1)
1160,1806,ENSG00000188641,ENST00000370192,PT (PRINCIPAL:1),c,,,
1161,427,ENSG00000104763,ENST00000637922,NPT,c,,,
1162,178,ENSG00000162688,ENST00000294724,PT (PRINCIPAL:1),c,Yes,,M (rep2)
1163,5158,ENSG00000133256,ENST00000429163,NPT,c,Yes,,
1164,8612,ENSG00000141934,ENST00000586998,NPT,m,Yes,,L (rep1)
1165,5153,ENSG00000123360,ENST00000538346,NPT,c,Yes,,
1166,5214,ENSG00000067057,ENST00000468050,NPT,c,Yes,,C (rep1)
1167,8803,ENSG00000136143,ENST00000470760,NPT,m,Yes,,CM (rep1)
1168,9453,ENSG00000152904,ENST00000497327,NPT,c,,,
1169,10201,ENSG00000172113,ENST00000452211,PT (PRINCIPAL:1),m,,,
1170,440,ENSG00000070669,ENST00000442734,NPT,c,Yes,,C (rep1)
1171,79586,ENSG00000123989,ENST00000243776,PT (PRINCIPAL:1),m,,,CM (rep1)
1172,158,ENSG00000239900,ENST00000636265,NPT,c,Yes,,C (rep2)
1173,2878,ENSG00000211445,ENST00000521650,NPT,m,,,
1174,23478,ENSG00000140612,ENST00000268220,PT (PRINCIPAL:1),c,,,C (rep3)
1175,7298,ENSG00000176890,ENST00000323250,NPT,c,,,
1176,10797,ENSG00000065911,ENST00000394053,PT (PRINCIPAL:1),m,,Inner Mitochondrial Membrane,CM (rep1)
1177,5049,ENSG00000168092,ENST00000529887,NPT,c,Yes,,C (rep1)
1178,10858,ENSG00000036530,ENST00000261835,PT (PRINCIPAL:1),r,,,
1179,55790,ENSG00000147408,ENST00000332246,PT (PRINCIPAL:1),r,,,
1180,5332,ENSG00000101333,ENST00000378473,PT (ALTERNATIVE:1),n,,,
1181,64902,ENSG00000113492,ENST00000618015,NPT,m,,,
1182,3632,ENSG00000068383,ENST00000368594,PT (PRINCIPAL:1),c,Yes,,
1183,3632,ENSG00000068383,ENST00000368593,NPT,l,,,
1184,80308,ENSG00000160688,ENST00000292180,NPT,c,Yes,,C (rep1)
1185,7084,ENSG00000166548,ENST00000563478,NPT,c,,,
1186,55276,ENSG00000169299,ENST00000381967,PT (PRINCIPAL:1),n,,,
1187,2224,ENSG00000160752,ENST00000447866,PT (ALTERNATIVE:1),c,Yes,,C (rep1)
1188,644,ENSG00000106605,ENST00000402924,PT (PRINCIPAL:1),c,Yes,,C (rep2)
1189,2027,ENSG00000108515,ENST00000522301,NPT,c,Yes,,C (rep1)
1190,5836,ENSG00000100504,ENST00000544180,NPT,c,Yes,,M (rep3)
1191,9245,ENSG00000140297,ENST00000560585,PT (PRINCIPAL:1),m,,,
1192,440,ENSG00000070669,ENST00000437628,NPT,c,Yes,,C (rep1)
1193,4907,ENSG00000135318,ENST00000369646,NPT,m,,,
1194,80854,ENSG00000145391,ENST00000608795,NPT,c,,,
1195,5106,ENSG00000100889,ENST00000396973,NPT,m,Yes,,C (rep3)
1196,7083,ENSG00000167900,ENST00000586613,NPT,c,,,N (rep3)
1197,5831,ENSG00000183010,ENST00000402252,NPT,c,,,CM (rep1)
1198,2356,ENSG00000136877,ENST00000393706,NPT,m,,,
1199,3176,ENSG00000150540,ENST00000280097,PT (PRINCIPAL:1),c,,,
1200,9942,ENSG00000093217,ENST00000207870,PT (PRINCIPAL:1),n,,,
1201,29926,ENSG00000144591,ENST00000435316,NPT,c,,,
1202,55627,ENSG00000136699,ENST00000439886,NPT,c,Yes,,H (rep1)
1203,5019,ENSG00000083720,ENST00000196371,PT (PRINCIPAL:1),m,Yes,,CM (rep1)
1204,6389,ENSG00000073578,ENST00000504309,NPT,m,Yes,Inner Mitochondrial Membrane,CM (rep1)
1205,57678,ENSG00000119927,ENST00000348367,PT (PRINCIPAL:1),c,,,
1206,4882,ENSG00000159899,ENST00000421267,NPT,c,,,
1207,427,ENSG00000104763,ENST00000636815,NPT,m,,,
1208,1591,ENSG00000019186,ENST00000395954,NPT,c,,,
1209,1591,ENSG00000019186,ENST00000395955,NPT,m,Yes,,
1210,140838,ENSG00000170191,ENST00000304788,PT (PRINCIPAL:1),c,,,
1211,91734,ENSG00000148377,ENST00000277517,PT (PRINCIPAL:1),c,,,
1212,5305,ENSG00000150867,ENST00000323883,NPT,c,Yes,,L (rep1)
1213,6817,ENSG00000196502,ENST00000566189,NPT,c,,,
1214,2954,ENSG00000100577,ENST00000553586,PT (ALTERNATIVE:1),c,Yes,,C (rep1)
